#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,1360.7,1786.6,160.7,248.8,283.7,526.6,712.3,2060.9,3588.7,3821.6,3912.3,4003.1,4223.7,23182.2,33586.5,29917.4,30000
read,1352.4,2448.9,160.7,255.5,293.2,536.2,696.1,886.6,2035.0,3794.9,3923.1,4051.2,5789.8,32158.6,39293.6,35004.9,35000
read,1218.4,2123.7,160.7,254.6,290.7,499.9,645.8,775.7,1006.5,3754.8,3912.9,4058.2,5573,31392,39332.3,39920.2,40000
read,1076.6,1672.6,160.7,265.8,305.0,528.3,668.1,779.6,891.5,1788.0,3844.3,4017.0,5079.2,25154.5,37281.0,45058.8,45000
read,1450.8,2272.2,187.4,434.3,470.5,629.7,947.0,1061.9,1139.7,3821.3,4612.5,5121.2,7885.5,31419.6,39056.7,47541.4,50000
read,1367.6,2196.9,160.7,375.5,432.0,594.3,850.3,1028.3,1092.4,3510.7,4543.8,5008.5,7597.2,31276,38636.1,49387.8,55000
read,1465.7,2233.0,173.5,455.4,485.9,616.9,985.9,1079.8,1154.7,3962.9,4652.7,5095.0,7857.3,31223.3,38922.8,47647.0,60000
read,1434.8,2292.4,187.4,441.1,471.1,591.2,956.7,1041.8,1094.1,3766.0,4642.6,5101.3,7923.1,31413.3,39731.6,48788.2,65000
read,1435.4,2146.9,202.4,438.5,470.5,619.3,957.8,1062.9,1141.0,3933.4,4638.4,5071.0,7692.1,30860.7,37713.4,48248.3,70000
read,1465.7,2311.0,187.4,449.1,479.3,608.5,975.4,1063.5,1131.3,3924.5,4661.6,5093.9,7938.2,31537.8,40867.0,47991.2,75000
read,1513.5,2300.5,187.4,474.0,505.4,635.1,1022.3,1119.6,1186.2,4080.4,4679.9,5167.4,7935.1,31303.6,41175.9,46250.8,80000
read,1512.8,2371.2,202.4,469.0,497.9,631.7,1010.6,1100.5,1172.5,4070.4,4679.7,5203.9,7963,31764.3,40280.9,46642.2,85000
read,1485.9,2271.0,173.5,456.5,489.0,630.7,996.3,1091.5,1168.6,4020.5,4662.8,5137.4,7833.3,31328.8,42143.1,46994.4,90000
read,1446.2,2264.1,173.5,442.1,474.2,613.6,959.8,1056.0,1118.5,3807.3,4644.0,5116.1,7962.2,31554,40741.9,48266.4,95000
read,1403.6,2232.2,187.4,432.2,458.8,584.8,932.8,1015.8,1078.5,3668.7,4621.0,5051.1,7887.8,31550,39263.2,49765.3,100000
read,1383.6,2149.8,173.5,425.1,453.7,587.3,911.4,999.2,1064.6,3573.0,4604.6,5019.7,7846.6,30995.2,37405.5,50020.5,105000
read,1489.6,2335.5,173.5,451.5,484.6,625.2,984.4,1080.1,1156.8,3970.3,4662.7,5125.2,7969.3,31667.5,40490.4,47287.4,110000
