#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,479,414.1,160.7,214.8,234.3,447.1,526.6,573.2,608.6,653.9,716.1,806.1,1045.8,5255.5,17579.3,29935.8,30000
read,516.8,623.4,160.7,217.1,239.2,466.9,548.9,597.6,635.4,685.9,749.9,877.4,1489,8246.9,31060.9,35080.8,35000
read,469.8,551.7,160.7,208.2,225.2,426.3,512.6,561.5,597.9,646.4,718.7,828.7,1039.5,5528.4,30634,39968,40000
read,479.9,593,148.8,206.5,224.3,428,516.4,566.2,605,654.4,722.5,826.9,1120.1,7961.7,27383.2,44970.4,45000
read,478.9,571.1,160.7,208.6,226.9,429.3,521.2,570.8,608.2,656.5,726,841.7,1114.3,7942.2,25957.6,49863.7,50000
read,469.6,537.8,148.8,209.5,227.6,403.3,496.3,549.2,589.6,640.6,715.9,846.4,1442.1,5759.2,28998.3,55003.6,55000
read,464.7,513,160.7,211.5,229.3,407.5,502.5,555.4,594.5,643.2,716,837,1108.8,5887.5,28753.1,59872.9,60000
read,447.4,514.2,148.8,206.9,224.7,390.1,483.1,536.5,577.1,626.2,693.2,810,1067.4,5420.5,29177.6,65042.8,65000
read,466.8,494,148.8,209.4,228.5,401.8,492.1,545.6,588.1,640.8,719.1,851.4,1315.2,5773.7,17343.4,69755.2,70000
read,466.9,522.4,160.7,214.7,235.2,409.7,497.4,547.6,587,636.3,708.9,835.7,1111.1,5654.4,27645.4,74925.2,75000
read,437.9,451,148.8,210.1,228.7,384.9,469.1,521.3,560.3,607.4,669.9,769.6,994.5,5669.7,16308.5,79882.2,80000
read,513.3,415.2,160.7,232.4,263.2,456.4,544,600.1,647.6,714.8,805.3,944.3,1245.9,5379.4,13226.2,84995.8,85000
read,640.2,504.6,160.7,296.3,354.2,550.7,656.3,777.7,866.3,940.8,1010,1092.6,1274.6,6615.7,16840.6,89864.9,90000
read,715.7,596.8,160.7,410.4,445.3,591,789.5,904.4,961.4,1015,1071.1,1145.9,1333,7233.7,30428.9,90528.8,95000
read,658.5,419,148.8,352.4,389.1,580.3,741.9,817,863.6,918,985.2,1078,1339.1,4645.3,16481.2,96757.6,100000
read,732.7,584.1,160.7,428,465.6,597.2,775.5,947.2,1007.8,1058.2,1108.5,1175.1,1422.5,6306.2,27550,89826,105000
read,736.5,516.4,148.8,426.9,466.6,610.9,782.2,951.7,1015.9,1069.2,1126.6,1193.6,1386.1,7507.5,19749.8,88948.2,110000
