#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,419.6,536.5,148.8,203.8,217.4,358.7,447.8,502.4,541.5,585.9,637.9,705.6,871.2,7068.7,22089.9,30111.0,30000
read,419.2,429.3,148.8,204.0,218.9,368.8,452.3,506.1,544.9,591.3,644.5,719,898.4,4378.6,14110.1,35134.4,35000
read,420.6,458.4,160.7,205.2,220.3,366.6,447.1,498.8,538.5,587.3,650.2,735.2,917.9,4832.8,17494.6,40118.6,40000
read,424.0,359.2,148.8,207.6,224.2,379.8,460.0,509.7,548.0,595.6,657.0,746.4,914.3,4372.5,11448.5,44917.2,45000
read,431.7,436.2,160.7,205.2,221.0,389.4,468.0,512.9,547.8,593.6,655.7,744.5,941.3,4793.4,15537.7,50078.2,50000
read,438.3,504.8,148.8,205.5,221.8,386.3,465.0,511.8,546.9,591.1,652.9,748.1,1000.9,6692.2,21630.8,55231.2,55000
read,410.4,400.1,148.8,204.0,218.5,362.3,436.2,483.8,519.2,564.0,626.9,726,909.3,4798.3,14878.3,60008.0,60000
read,397.7,381.8,160.7,202.6,216.5,351.4,422.5,466.1,500.4,543.1,605.2,702,868.7,4663.1,11032.8,64987.0,65000
read,424.1,440.2,148.8,206.4,223.3,375.0,453.9,498.8,532.6,574.5,632.4,734.4,967.0,5243.9,15823.6,69928.6,70000
read,415.8,435.1,148.8,207.9,224.9,372.3,446.7,490.9,523.2,563.3,618.9,716.8,929.4,5703.2,16921.7,74992.7,75000
read,436.3,455.2,148.8,211.9,231.0,394.3,470.7,513.3,545.0,585.2,639.5,734.5,994.2,5903.7,19000.3,79879.2,80000
read,397.7,343.4,148.8,206.9,223.2,361.3,425.1,463.9,495.0,533.3,585.5,677.6,859.9,4325.1,11709.5,84817.2,85000
read,455.4,328.1,148.8,224.0,249.3,418.0,489.5,533.3,568.3,613.6,676.6,781.7,1004.4,4234.1,11335.8,89850.7,90000
read,503.0,439.7,160.7,232.6,267.5,448.8,530.2,592.7,646.1,709.2,783.1,876.4,1044.1,5575.3,16517.2,94861.4,95000
read,486.9,429.3,160.7,235.9,268.8,433.5,514.4,573.8,619.6,675.0,741.4,834.9,1007.6,5648.9,13041.3,100300.3,100000
read,497.4,328.8,148.8,249.1,284.6,450.9,546.3,606.1,645.9,689.5,742.1,826.9,1002.7,3902,10797.9,104785.1,105000
read,571.3,402.6,160.7,298.8,334.0,517.8,607.4,664.6,708.8,770.8,857.3,952.2,1225.5,4640.7,13192.7,107320.4,110000
