#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,435.0,444.7,160.7,203.8,220.6,395.6,479.0,528.9,564.3,606.6,658.0,732.5,893.1,5068,17637.3,29906.8,30000
read,433.8,522.4,148.8,199.1,214.9,384.9,467.6,520.7,556.8,599.9,654.9,733.3,942.6,7309.6,30496.7,34929.8,35000
read,439.4,470.7,148.8,203.1,218.7,393.9,478.0,529.0,566.5,612.2,671.4,752.7,994.3,4692.2,19998.7,39964.4,40000
read,436.2,477.1,160.7,201.0,217.2,393.7,478.3,526.9,561.7,603.9,661.4,748.5,936.5,5497.1,28137.3,44865.6,45000
read,428.4,467.0,148.8,199.9,215.2,378.6,464.7,514.3,550.1,598,667.4,765.7,933.5,5236.3,21575.4,50098.9,50000
read,414.4,376.2,148.8,199.2,214.1,369.0,453.7,503.6,540.7,585.7,648.6,746.5,908.4,3864.7,11520.4,54952.4,55000
read,428.7,425.4,148.8,200.0,216.0,378.6,466.7,517.9,552.2,598.2,663.3,765.5,1000.1,4994.8,16065.9,60068.6,60000
read,414.6,391.2,148.8,198.6,214.1,363.6,447.3,497.9,534.8,579.6,640.2,743.3,937.6,4478.4,10864.8,65016.4,65000
read,425.7,465.8,148.8,200.2,217.8,380.3,465.3,513.9,547.4,589.6,647.5,745.3,974.6,4329.7,27929.7,69877.8,70000
read,433.0,320.0,148.8,205.2,225.0,396.8,479.0,525.2,557.8,597.9,654.9,747.2,971.4,4010.3,8582.5,75189.8,75000
read,568.8,519.4,148.8,214.8,245.5,479.7,592.6,714.0,786.8,843.8,908.4,1045.9,1727.2,5795.7,19552.3,79943.4,80000
read,476.3,390.7,148.8,216.8,243.7,431.8,510.6,555.0,592.5,643.9,722.8,862.5,1090.9,5495.6,10732.7,84793.8,85000
read,451.3,404.7,148.8,213.1,238.9,405.3,482.8,530.8,568.6,617.9,683.8,785.4,1009.9,5241.9,11950.2,90160.6,90000
read,642.9,424.5,148.8,297.8,366.1,561.4,637.1,763.3,875.0,978.3,1054.5,1128.9,1262.9,5193.1,15148.0,92209.1,95000
read,480.7,391.6,148.8,220.0,250.4,428.6,507.4,555.0,598.3,666.3,760.7,911.7,1095.2,4710.8,12332.9,99840.4,100000
read,696.5,368.5,148.8,427.2,457.5,584.3,708.2,895.4,967.2,1028.0,1079.2,1147.2,1269.7,4233,13698.9,93452.7,105000
read,674.6,397.6,160.7,410.7,438.7,562.5,720.1,869.1,923.8,980.5,1039.2,1098.3,1233.6,4521.1,14153.5,96702.2,110000
