#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,439.7,450.2,148.8,200.1,217.3,403.1,483.4,533.6,570.3,611.7,661.0,730.9,927.1,4635.8,27892.9,29907.0,30000
read,420.7,417.6,148.8,198.7,213.6,368.9,455.4,507.7,548.5,597.4,664.6,745.8,898.4,4691.5,13456.7,34953.0,35000
read,416.1,390.2,148.8,197.2,212.0,373.6,454.9,505.1,543.8,590.1,650.3,732.7,880.5,4483.5,9140.0,40032.8,40000
read,429.9,376.4,148.8,200.2,215.5,389.2,473.5,523.5,560.1,605.9,670.4,764,934.5,4009.4,12371.0,44833.2,45000
read,437.3,538.5,148.8,199.5,215.1,387.7,472.9,522.7,559.4,604.5,669.0,767.5,1008.0,6362.9,29673.4,49979.6,50000
read,440.5,579.7,148.8,199.4,215.6,383.8,473.1,522.9,558.1,602.1,665.0,766.5,993.2,8051,30856.1,55236.6,55000
read,423.5,456.3,148.8,199.6,215.1,371.5,457.9,508.1,545.7,590.0,653.0,755.1,944.4,5469.1,22755.3,59899.8,60000
read,439.8,359.5,148.8,200.8,220.0,405.8,494.5,542.2,575.0,613.5,665.5,749.1,974.6,4315.5,10212.6,65169.4,65000
read,421.8,322.0,148.8,200.4,217.9,382.6,466.9,515.4,550.5,592.8,650.5,742.2,937.6,3740.6,9945.8,69663.2,70000
read,421.7,444.2,148.8,199.7,217.1,377.7,458.8,506.1,540.6,581.2,634.9,730.7,966.7,5226.8,13431.1,75007.6,75000
read,438.2,415.6,148.8,203.8,223.8,395.4,473.5,518.8,552.8,596.6,658.5,763.3,1017.8,5406.3,12823.6,79928.4,80000
read,432.1,418.1,148.8,207.1,228.1,385.9,461.0,506.3,541.9,587.2,650.0,748.6,972.5,5744.7,10957.8,84843.8,85000
read,489.7,361.0,148.8,220.6,251.9,444.6,521.2,569.3,612.6,675.8,771.7,914.5,1104.3,4195,12043.8,90229.4,90000
read,615.1,464.6,148.8,276.7,332.1,547.9,627.3,710.0,793.5,905.9,1024.0,1108.6,1259.8,5277.4,17661.1,92857.2,95000
read,654.1,468.5,148.8,389.5,416.0,532.9,768.2,850.8,889.9,925.4,967.0,1015.2,1163.4,5612.3,18637.9,96966.1,100000
read,627.6,390.5,148.8,371.1,395.8,526.5,731.6,805.4,842.3,880.0,925.3,997.3,1149.2,4708,12157.1,101445.8,105000
read,677.6,676.3,160.7,409.8,436.8,556.6,769.3,879.3,923.0,969.8,1019.2,1086.1,1230.4,4759,17427.8,96204.2,110000
