#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,ts_start,ts_end
read,472.8,660.8,187.4,273.1,310.5,425.0,464.8,488.2,504.4,527.0,554.2,605.3,910.4,9863.8,25577.3,5010.0,5000,1684251703836,1684251709203
read,469.4,427.8,187.4,251.0,274.4,453.0,510.1,540.1,563.0,591.0,627.7,685.3,832.2,5565.6,25222.8,9869.8,10000,1684251710709,1684251716056
read,502.7,362.6,173.5,252.6,276.7,478.6,561.2,611.3,644.2,684.9,736.3,815.4,981.4,2314.1,17337.5,15080.4,15000,1684251717562,1684251722860
read,507.2,411.9,173.5,248.6,272.8,468.6,558.6,616.8,657.6,704.6,764.1,850.0,1018.5,4656.3,16290.2,19908.0,20000,1684251724365,1684251729667
read,501.3,344.5,173.5,245.0,268.5,462.2,549.2,608,651.4,705.2,771.6,862.7,1042.2,2990.2,15320.9,25027.2,25000,1684251731172,1684251736493
read,499.8,289.8,173.5,243.3,266.5,461.3,549.2,608.8,653.1,707.8,777.8,874.1,1076.0,2952,10871.7,29931.2,30000,1684251737999,1684251743294
read,505.0,278.9,173.5,243.0,265.6,463.8,559.2,620.8,667.8,725.7,800.5,909.3,1123.0,2170.1,8325.2,34857.0,35000,1684251744798,1684251750081
read,484.6,293.0,160.7,235.9,255.6,442.5,535.8,593.8,637.9,692.6,767.7,873.6,1101.5,2085.2,10063.8,39969.4,40000,1684251751587,1684251756872
read,489.1,314.9,160.7,237.6,257.5,445.1,542.6,601.8,643.4,697.6,772.6,876.1,1098.9,2523.3,11236.7,45046.8,45000,1684251758376,1684251763647
read,466.4,329.7,160.7,231.0,250.2,423.8,513.8,567.5,609.7,661.6,731.9,840.6,1052.9,1627.2,13560.0,50024.8,50000,1684251765151,1684251770437
read,464.0,275.3,160.7,231.8,250.9,418.8,511.1,567.8,610.8,662.2,730.7,839.6,1067.6,1603.6,10491.8,55088.6,55000,1684251771941,1684251777227
read,454.1,260.1,173.5,230.8,249.1,407.8,495.7,548.8,593.6,647.1,718.0,823.7,1069.9,1653.3,9406.3,59983.6,60000,1684251778730,1684251784001
read,459.0,264.8,160.7,232.9,252.6,416.4,500.1,552.9,595.1,644.7,714.8,823.7,1054.9,1838.7,9693.0,64746.2,65000,1684251785506,1684251790794
read,459.1,292.1,160.7,233.7,253.8,417.7,499.5,549.2,589.2,637.9,707.5,814.8,1054.4,2212,11240.3,69851.4,70000,1684251792298,1684251797578
read,454.0,226.8,160.7,236.8,257.7,418.6,497.0,543.7,580.9,626.8,690.4,795.0,1016.0,1471.8,7894.0,74946.2,75000,1684251799082,1684251804373
read,463.6,290.4,173.5,240.0,263.3,428.0,503.3,548.8,586.4,632.4,695.9,798.2,1025.0,1845.7,10938.4,79643.6,80000,1684251805877,1684251811149
read,539.3,318.9,173.5,266.3,302.0,494.1,582.1,637.9,685.9,746.1,834.0,966.0,1176.9,1687.8,14545.2,85043.6,85000,1684251812652,1684251817939
read,717.0,414.7,187.4,409.3,444.9,618.0,829.8,918,968.5,1018.1,1075.9,1154.5,1318.6,2973.3,18669.0,87951.0,90000,1684251819443,1684251824729
read,709.8,344.8,173.5,408.2,442.1,606.5,834.4,918.8,966.7,1013.2,1065.7,1135.0,1272.0,3042.8,13370.3,90322.7,95000,1684251826233,1684251831529
read,754.8,369.5,202.4,451.4,483.4,626.8,879.2,993.1,1045.1,1092.0,1146.6,1217.3,1367.2,3880.8,12838.8,86574.8,100000,1684251833032,1684251838312
read,738.2,369.9,173.5,441.9,474.3,615.2,857.9,968.6,1020.3,1067.7,1120.3,1184.1,1342.8,3648,12845.7,88691.6,105000,1684251839816,1684251845100
read,760.5,504.5,187.4,445.8,480.4,636.5,884.5,986.6,1039.7,1088.5,1145.4,1221.5,1397.4,3932.3,14374.3,86189.1,110000,1684251846603,1684251851897
read,781.7,446.1,173.5,469.4,501.4,643.8,914.7,1030.6,1080.0,1129.3,1178.4,1253.9,1411.3,3821.4,17945.3,84029,115000,1684251853401,1684251858702
read,778.6,526.7,160.7,468.3,501.5,641.9,900.4,1026.4,1077.7,1128.7,1179.5,1253.9,1385.6,3906.8,15743.1,84245.2,120000,1684251860207,1684251865490
read,741.0,377.9,187.4,441.2,473.1,618.0,876.6,972.6,1020.9,1066.4,1117.3,1183.6,1363.1,2699.9,15641.5,88258.2,125000,1684251866994,1684251872282
