Random waveform, supplied seed
Total number of intervals = 216 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227, 37496, 83925, 51037, 33690, 51474, 73708, 98618, 81977, 91567, 48236, 91726, 52458, 70467, 71151, 65016, 42057, 78821, 60720, 39911, 10628, 73736, 7334, 91868, 76670, 10405, 26019, 55530, 29615, 66057, 55281, 21177, 88239, 70227, 23421, 97104, 6235)
Average QPS expected = 50513
Timestamp start: 1684942142235
Timestamp end: 1684943222667

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      363.6   297.0   173.5   236.8   256.0   337.6   366.1   382.1   394.3   408.3   432.2   477.8  1164.2  4414.5 12384.5   7331.8     7434
read      341.8   278.6   160.7   210.5   222.4   300.0   347.4   379.7   406.1   442.6   489.3   547.3   783.8  3240.7 12195.4  67202.0    67201
read      339.0   401.9   160.7   208.9   220.7   297.1   343.4   371.3   393.7   422.3   462.5   523.8   691.4  5459.0 12674.2  86041.4    85927
read      347.7   337.8   160.7   210.6   222.7   302.5   352.7   386.8   415.0   452.8   499.7   559.9   783.2  4213.8 10081.1  63810.4    63953
read      375.1   415.7   160.7   212.9   224.8   313.7   394.3   439.6   468.0   497.6   531.7   581.7  1012.2  5473.4 12567.5  31640.4    31595
read      340.0   282.9   160.7   209.4   221.4   301.4   349.5   378.1   400.6   430.0   469.7   534.8   815.4  4254.4  9319.6  87914.6    87879
read      477.5  1325.2   173.5   229.0   247.4   342.2   379.6   402.1   421.2   443.8   477.2   547.4  4068.1 28072.8 39734.9   7332.4     7287
read      399.0   510.8   148.8   211.2   223.5   311.1   369.3   413.3   451.8   498.8   560.6   794.0  1647.7  6101.2 21294.1  62157.2    62295
read      474.4  1322.8   173.5   234.2   253.6   338.9   372.9   395.3   412.0   432.6   464.4   538.0  3558.8 27217.1 37604.9   6593.8     6561
read      536.5  1192.2   160.7   214.1   227.9   375.5   467.9   532.1   582.5   639.5   711.8   869.0  4076.1 14656.1 36701.9  22299.4    22532
read      345.6   405.8   160.7   210.0   222.2   296.5   345.4   380.8   410.8   448.9   493.3   546.5   772.6  4325.2 13629.8  60652.8    60653
read      348.3   358.2   160.7   211.3   223.5   301.2   352.4   389.5   420.5   458.9   503.6   558.4   757.3  4625.8 12528.7  58994.8    59076
read      353.1   383.3   160.7   210.8   223.1   302.9   354.9   391.0   421.0   458.7   502.9   559.9   853.5  5269.3 11698.1  60033.8    60154
read      395.0   499.7   160.7   212.6   225.2   341.7   412.5   447.1   470.4   498.6   537.9   622.9  1213.1  5733.8 21748.8  22943.2    22964
read      503.4  1336.4   173.5   224.3   240.9   353.2   403.6   431.2   450.5   470.7   504.2   582.0  4523.0 25391.0 37909.3   8134.2     8172
read      465.8   896.1   160.7   211.1   224.2   354.0   435.8   483.0   519.9   575.4   659.0   783.9  2794.3 10892.5 32450.4  27471.2    27652
read      359.1   419.9   160.7   209.2   221.1   302.7   371.6   417.6   448.0   479.6   513.4   562.1   864.7  4956.6 19342.3  37597.6    37594
read      437.5   850.7   160.7   211.1   224.2   345.7   421.5   462.0   492.3   532.1   591.8   687.6  1968.1 10547.3 36774.1  24407.2    24367
read      374.6   566.1   160.7   209.3   221.2   307.1   382.4   426.0   453.6   482.3   514.3   566.0   962.5  8046.3 29207.8  33694.0    33771
read      345.3   283.5   160.7   210.5   222.6   306.3   356.2   385.9   408.3   437.4   478.0   541.9   775.7  4023.0  8548.9  84965.6    84944
read      353.1   485.7   160.7   210.8   223.0   306.7   356.2   386.3   409.1   438.6   479.5   544.1   777.1  5754.3 26646.6  85992.4    85666
read      366.6   335.6   160.7   212.8   224.9   316.0   380.8   421.8   453.0   489.5   533.0   597.7   910.7  3876.3 10989.4  51840.0    51918
read      370.6   404.4   160.7   212.1   224.3   314.8   389.0   433.9   462.9   494.0   529.2   579.5   932.9  4747.9 14728.3  34414.0    34406
read      395.0   540.3   160.7   214.7   226.7   326.2   407.3   448.0   474.1   502.4   537.5   595.4  1600.6  7140.7 28686.4  28651.4    28664
read      363.8   343.5   160.7   212.4   224.7   311.5   381.4   425.5   455.5   487.9   524.7   577.9   847.4  4302.7  9410.3  38389.4    38289
read      440.5   762.7   160.7   216.0   229.6   359.3   429.4   470.0   502.6   545.2   602.5   687.9  2135.9  9534.3 35412.3  20574.6    20658
read      492.5  1159.5   160.7   213.6   227.3   361.0   439.1   479.3   505.2   534.7   572.4   640.1  3961.9 15730.3 36846.2  13758.4    13840
read      346.2   340.6   160.7   208.6   220.8   297.4   341.7   369.8   392.9   423.1   466.0   540.8  1373.3  4395.0 11898.6  93366.6    93419
read      328.3   331.9   160.7   207.3   219.1   292.2   335.1   361.4   381.8   407.3   445.1   504.5   680.2  4358.4 10575.7  98131.8    98284
read      342.0   351.4   160.7   207.9   219.7   295.0   342.2   373.2   399.9   434.4   480.7   542.2   826.6  4544.2  8689.3  71271.8    71313
read      354.0   368.9   160.7   207.7   219.4   297.4   361.3   406.4   438.8   471.8   507.3   554.9   848.5  5766.5 11070.1  42147.4    42089
read      359.5   355.6   160.7   210.3   222.6   307.2   369.3   412.2   444.7   481.0   521.8   576.3   835.1  4059.0 14840.9  46401.6    46458
read      360.5   380.0   160.7   210.0   222.0   310.9   389.1   431.4   457.7   484.8   514.3   557.1   768.6  3928.2 17192.4  30826.6    30755
read      347.1   230.6   160.7   208.7   220.8   300.1   364.9   410.9   443.6   477.6   514.5   564.2   745.6  3030.2  8051.9  42893.4    42889
read      334.4   409.5   148.8   207.4   219.3   293.8   338.1   365.3   386.7   413.9   453.3   513.6   693.1  5253.5 12821.8  93593.2    93552
read      336.0   282.2   160.7   207.2   218.9   293.9   342.3   374.8   402.8   439.2   484.7   541.5   734.7  3531.0 11097.4  65672.8    65694
read      354.1   264.2   160.7   209.8   221.7   309.9   388.4   429.2   453.9   479.2   507.6   547.5   723.8  3136.9 11337.0  29618.4    29574
read      347.1   312.9   160.7   208.0   219.9   297.8   352.9   393.4   425.9   463.1   503.5   554.2   793.9  4121.4  9774.1  51350.6    51355
read      341.6   324.1   160.7   207.6   219.5   296.7   345.7   379.1   406.5   442.5   487.5   546.3   803.9  3947.3 10491.6  67346.2    67361
read      409.0   669.9   160.7   213.7   226.9   352.4   417.8   452.7   478.1   509.7   549.5   616.9  1486.3  5262.2 35870.6  16291.2    16287
read      354.1   426.7   160.7   207.7   219.6   298.5   345.3   375.5   400.9   434.8   482.9   560.2  1410.9  5179.4 13804.8  81773.2    81508
read      333.7   322.9   160.7   207.0   218.6   293.2   338.8   367.4   390.0   419.1   460.0   521.5   755.7  4672.8  8937.2  87910.2    87619
read      337.3   413.1   160.7   208.3   220.3   296.7   340.5   366.4   386.4   411.0   446.1   502.6   693.3  5787.5 15448.0  99289.2    99068
read      375.7   436.0   160.7   211.2   223.4   307.7   367.4   411.4   447.2   486.8   533.0   606.2  1348.1  6075.8 12590.0  51362.4    51267
read      474.9  1191.3   160.7   220.3   234.2   362.3   416.8   446.9   468.3   497.2   535.2   603.0  3385.7 18345.9 36554.1  11869.6    11822
read      361.5   422.9   160.7   210.1   222.2   304.8   349.3   375.2   397.4   426.7   468.9   548.6  1602.1  4894.8 13782.7  97271.4    97494
read      340.0   493.5   160.7   209.7   221.8   300.4   345.2   372.0   393.5   420.3   457.9   519.0   700.8  5637.7 16912.0  97428.8    97350
read      350.9   320.5   160.7   210.2   222.3   302.5   357.6   396.7   429.7   468.7   513.2   569.2   860.8  4101.7 12082.6  55353.2    55460
read      339.8   384.8   160.7   208.8   220.6   297.7   344.1   372.4   395.3   424.8   465.4   528.7   749.7  4466.6 13844.8  85851.6    85984
read      335.5   302.0   160.7   209.1   221.1   297.4   343.3   372.2   396.1   427.3   470.1   532.6   704.4  3866.1 12183.4  81931.2    82043
read      352.6   383.0   160.7   210.0   221.9   301.6   357.7   396.9   429.3   466.5   509.0   563.5   799.0  4369.7 12728.6  52739.0    52873
read      414.7   572.2   173.5   220.9   235.0   366.8   430.4   466.4   492.9   523.8   563.3   626.8  1149.5  5036.2 31738.3  13914.4    13911
read      397.8   488.4   160.7   211.3   223.5   311.4   379.0   430.1   468.6   511.9   567.3   737.4  1585.6  6128.1 17268.3  49865.6    49984
read      444.2  1424.0   173.5   225.1   241.4   352.3   397.0   423.2   441.9   465.0   496.1   547.9  2440.8 15268.1 36375.4   9332.6     9274
read      490.7  1073.7   160.7   213.5   227.0   365.7   451.7   502.4   546.6   613.8   692.3   817.8  3645.4 12101.0 33104.2  27325.4    27187
read      461.6   967.9   160.7   215.8   228.7   359.4   430.3   470.2   502.0   542.3   594.1   676.9  2663.9 12228.6 32098.5  18723.8    18735
read      353.2   550.0   160.7   209.6   221.6   302.0   348.4   376.9   400.4   431.3   474.1   543.3  1081.8  5736.2 17012.1  86380.4    86505
read      335.8   429.4   160.7   209.8   221.7   299.1   344.3   371.9   393.6   421.1   459.7   519.7   687.8  4115.9 12214.5  93051.2    93039
read      346.7   452.0   160.7   209.4   221.2   297.8   345.0   375.1   400.2   433.0   478.5   542.2   839.1  5247.2 17917.1  76034.8    75999
read      380.3   852.8   160.7   212.7   224.4   313.2   392.1   436.7   465.0   493.9   527.3   581.0  1176.7  5448.9 18147.0  32363.4    32324
read      345.5   397.3   160.7   210.6   222.5   302.3   351.3   381.8   404.6   435.3   477.2   539.6   743.0  5201.6 13896.6  84134.8    84255
read      349.8  1006.4   160.7   211.9   223.9   304.7   354.0   385.3   409.8   442.5   486.9   549.4   837.5  3863.0  8104.7  81715.4    81759
