Random waveform, supplied seed
Total number of intervals = 180 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227)
Average QPS expected = 49317
Timestamp start: 1684880106740
Timestamp end: 1684881907357

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      537.1  1303.3   173.5   251.9   275.9   420.4   469.6   497.1   516.8   542.0   577.6   644.4  3509.7 25126.5 37783.7   7434.4     7434
read      394.8   449.2   173.5   221.2   234.3   330.6   400.4   446.0   480.5   521.6   571.9   643.5  1186.2  5591.2 17431.2  67216.1    67201
read      377.3   412.7   160.7   221.0   234.2   326.6   385.1   422.2   451.1   486.7   533.0   603.6   921.1  5484.5 12901.3  85805.3    85927
read      395.2   462.1   160.7   220.4   233.0   328.8   399.3   446.4   482.6   525.1   575.8   646.1  1071.6  5961.2 15354.1  64040.6    63953
read      436.2   629.6   160.7   221.0   234.3   354.6   465.2   517.6   549.3   584.4   628.0   701.1  1583.8  6757.1 15904.7  31606.6    31595
read      356.0   369.8   160.7   216.5   228.2   310.9   363.2   396.5   423.4   457.4   501.8   569.3   788.2  4753.9 13284.7  87789.3    87879
read      550.5  1425.2   173.5   241.2   264.0   409.8   461.3   490.0   509.5   535.1   568.4   635.9  4332.3 30121.2 38369.9   7285.5     7287
read      385.3   421.7   160.7   217.8   229.5   320.7   391.2   437.8   474.5   517.5   567.3   636.3  1087.3  5134.8 16689.4  62372.4    62295
read      536.5  1366.9   173.5   245.9   270.2   406.9   455.8   482.3   501.2   525.1   555.4   629.0  3706.9 29831.2 37435.3   6565.4     6561
read      433.8   492.0   173.5   223.4   237.7   383.3   480.8   520.5   544.9   573.5   608.5   672.0  1236.7  5667.4 26863.7  22482.3    22532
read      407.0   481.4   160.7   220.8   233.7   335.7   416.9   469.8   508.3   550.6   602.7   685.9  1173.4  5988.2 20362.3  60615.4    60653
