Random waveform, supplied seed
Total number of intervals = 180 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227)
Average QPS expected = 49317
Timestamp start: 1684886653440
Timestamp end: 1684888453876

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      551.0  1283.2   173.5   251.1   275.6   419.5   474.1   507.6   534.7   567.9   615.7   718.7  3921.8 29716.5 32473.6   7407.2     7434
read      411.6   519.3   173.5   224.5   239.0   343.4   415.5   460.5   495.5   537.6   591.5   683.9  1355.1  5711.3 16140.9  67180.2    67201
read      395.0   508.0   160.7   225.5   240.7   343.8   405.2   442.9   470.9   506.3   552.6   628.9   951.9  6021.8 18346.1  85898.4    85927
read      413.1   475.7   160.7   225.3   240.1   346.5   419.7   464.4   499.3   541.2   593.1   678.5  1261.6  5877.6 15572.1  64054.5    63953
read      449.3   442.8   173.5   228.8   244.6   380.5   491.0   544.9   578.3   614.2   657.5   732.5  1318.1  5454.7 15742.4  31635.2    31595
read      420.1   547.3   173.5   227.1   242.8   352.7   417.3   456.4   486.7   524.7   577.8   678.7  1521.9  6449.8 28862.8  87806.8    87879
read      610.3  1637.5   173.5   246.6   271.3   429.8   486.6   517.3   539.6   568.5   610.1   719.9  4872.4 31137.1 37157.1   7327.4     7287
read      401.7   499.8   160.7   222.1   235.9   338.2   413.0   459.9   495.8   537.9   588.2   667.5  1168.2  5255.9 16248.2  62128.0    62295
read      566.9  1389.3   173.5   249.5   273.7   421.1   474.7   504.7   527.7   553.4   594.9   695.7  4437.2 30378.1 36811.4   6601.1     6561
read      492.4   853.2   160.7   225.5   242.1   405.9   504.7   549.6   580.8   616.2   661.4   741.3  2121.7 11468.9 33101.7  22556.1    22532
read      431.2   483.4   160.7   228.0   243.7   362.9   443.2   493.1   531.0   576.0   632.2   732.4  1278.7  5386.2 22745.8  60587.3    60653
read      418.6   519.2   160.7   224.3   238.7   344.8   421.9   470.6   508.8   553.5   607.8   688.6  1345.2  6417.7 27963.2  59044.5    59076
